,,,,,,,,,,,,
55.62647,74.84219,0.97915,62.26677,308.00010,210.27591,4.28509,24.57297,89.70442,321.71871,329.93005,35.05260
138.80513,106.41350,227.26489,344.23783,82.30484,39.98139,92.83572,166.31148,115.18305,217.78714,192.99506,67.52457
62.18087,180.58456,211.63256,240.93896,244.57646,313.50357,110.24317,190.97896,348.82437,267.38949,189.56003,59.50116
112.38223,317.90878,294.30604,173.43132,107.04136,213.00392,176.55141,321.97954,199.14198,90.64830,141.55853,330.89685
211.73104,321.50545,199.27405,55.43721,72.62263,149.10631,263.29272,84.93994,2.06061,37.77602,326.24688,358.30200
62.53234,112.47810,224.63352,291.75331,212.48311,85.16642,243.06540,189.89752,352.34889,68.74288,268.14865,62.93826
284.04023,255.26619,199.45662,267.57686,347.55144,196.45523,170.55111,208.28427,277.29478,181.65777,303.87925,331.65014
200.30139,135.80570,83.88336,358.57992,314.77303,299.28612,149.42267,337.68681,316.39015,284.79738,115.67102,204.14781
176.22447,36.44901,128.44829,296.41730,129.41304,119.51943,113.63700,68.88063,320.52576,276.20677,151.14913,52.41853
228.31913,258.36846,177.69679,236.67372,329.12346,253.17408,4.27444,318.79956,197.48880,122.19465,3.12897,175.19330
51.51485,257.36422,184.64567,52.76495,189.59973,67.44942,171.55370,312.84348,29.64185,17.55031,268.32743,199.85798
226.49329,355.11376,308.44080,61.86331,163.42508,184.50347,243.47407,29.87621,288.95678,107.37348,96.09220,212.14165
176.13579,121.09396,334.89078,294.21600,314.36629,282.82845,118.94578,264.73767,17.04238,80.45554,52.35412,43.91464
322.61241,214.24105,328.75237,80.15961,314.86693,135.43571,81.37029,154.83860,344.01603,107.65745,317.49178,81.59638
279.06918,199.70216,329.71087,230.90776,47.46228,121.98132,135.16898,277.56479,202.50963,297.23212,59.17465,272.64797
9.51965,113.31156,13.72044,308.44833,41.18992,326.55914,202.45598,324.37693,92.21778,116.56827,342.46052,248.46440
330.65802,106.50833,53.94923,225.58230,347.01902,85.60183,79.11780,303.54139,307.82262,137.74201,210.28493,332.39785
120.93228,4.48067,312.12723,117.51398,158.81955,22.32385,54.02444,225.99284,225.03920,8.25965,169.41458,64.53507
165.98559,317.62501,246.41901,253.25979,346.93595,308.90946,71.57650,182.60754,215.13629,145.73381,50.39653,265.42300
210.20907,13.24277,246.48293,72.31172,25.64204,8.51092,358.22945,256.95865,201.02425,123.66268,247.12527,327.85032
241.90238,84.26017,332.16602,323.52084,179.85420,165.23989,67.26910,176.84431,354.19377,56.59536,355.98856,255.68704
123.37851,190.79453,7.19066,265.07688,211.18347,220.78207,152.10426,347.10833,142.48957,154.24084,146.52505,32.24774
316.46698,143.61177,95.71094,68.62646,326.84065,280.98854,217.20273,33.01799,282.24746,22.43419,142.82846,104.54416
105.69218,122.04314,86.74679,196.21867,239.88933,191.59310,254.55211,336.56145,121.88567,246.73887,356.62938,84.96310
56.02122,267.10889,143.47068,125.96792,351.58523,318.98225,9.06417,76.03253,64.02553,112.03083,190.12783,337.07543
258.14365,6.18808,264.51900,145.95239,103.21976,283.82452,169.24054,122.94452,25.55666,172.75150,313.00887,51.65395
243.59581,0.70488,309.12982,4.30838,323.96981,76.44390,78.99744,6.76637,272.09896,277.07855,143.38572,7.30450
113.65707,65.28505,91.34475,104.29017,162.05640,257.12338,358.91669,175.54293,255.49364,212.62623,135.91219,253.82587
